Temps;Vitesse du véhicule;Courant batterie de traction mesuré par LBC
Temps;M-02-00;M-1B-00
sec;km/h;A
160,902;19,4;-13,90
160,949;19,4;-13,65
161,003;19,6;-13,65
161,052;19,6;-13,40
161,096;19,6;-13,40
161,152;19,6;-13,15
161,202;19,8;-13,15
161,250;19,8;-13,40
161,302;19,9;-13,40
161,349;19,9;-13,40
161,402;20,1;-13,40
161,449;20,1;-13,15
161,502;20,2;-13,15
161,550;20,2;-13,65
161,601;20,4;-13,65
161,670;20,4;-13,65
161,718;20,7;-13,65
161,770;20,7;-13,65
161,818;20,8;-13,65
161,870;20,8;-13,90
161,918;21,0;-13,90
161,970;21,0;-13,90
162,018;21,2;-13,90
162,071;21,2;-14,15
162,113;21,4;-14,15
162,171;21,4;-14,15
162,218;21,5;-14,15
162,251;21,5;-14,65
162,302;21,7;-14,65
162,352;21,7;-15,40
162,401;21,9;-15,40
162,448;21,9;-16,40
162,502;22,1;-16,40
162,552;22,1;-17,40
162,602;22,5;-17,40
162,651;22,5;-17,90
162,701;22,7;-17,90
162,750;22,7;-18,40
162,803;22,9;-18,40
162,850;22,9;-19,15
162,902;23,1;-19,15
162,950;23,1;-19,40
163,000;23,4;-19,40
163,047;23,4;-19,90
163,104;23,6;-19,90
163,152;23,6;-20,15
163,200;24,0;-20,15
163,247;24,0;-20,40
163,303;24,2;-20,40
163,363;24,2;-20,40
163,413;24,5;-20,40
163,473;24,5;-20,90
163,509;24,9;-20,90
163,573;24,9;-20,65
163,617;25,1;-20,65
163,650;25,1;-18,90
163,700;25,2;-18,90
163,748;25,2;-18,40
163,789;25,6;-18,40
163,834;25,6;-17,65
163,873;25,7;-17,65
163,917;25,7;-16,90
163,950;25,9;-16,90
164,000;25,9;-16,90
164,047;26,0;-16,90
164,106;26,0;-15,40
164,150;26,4;-15,40
164,199;26,4;-14,15
164,248;26,6;-14,15
164,306;26,6;-13,15
164,354;26,9;-13,15
164,406;26,9;-12,15
164,449;27,0;-12,15
164,507;27,0;-11,40
164,553;27,3;-11,40
164,615;27,3;-11,15
164,673;27,3;-11,15
164,721;27,3;-9,90
164,774;27,5;-9,90
164,823;27,5;-9,15
164,859;27,7;-9,15
164,899;27,7;-8,65
164,948;27,9;-8,65
164,999;27,9;-8,40
165,046;28,0;-8,40
165,106;28,0;-8,15
165,149;28,2;-8,15
165,206;28,2;-7,40
165,249;28,4;-7,40
165,301;28,4;-6,65
165,348;28,5;-6,65
165,398;28,5;-5,15
165,449;28,6;-5,15
165,506;28,6;-4,15
165,554;28,9;-4,15
165,599;28,9;-3,15
165,646;28,9;-3,15
165,708;28,9;-1,90
165,755;29,2;-1,90
165,798;29,2;-1,40
165,848;29,3;-1,40
165,907;29,3;-0,90
165,976;29,5;-0,90
166,023;29,5;1,60
166,076;29,7;1,60
166,123;29,7;0,85
166,176;29,8;0,85
166,234;29,8;2,85
166,281;30,1;2,85
166,328;30,1;8,10
166,376;30,1;8,10
166,414;30,1;14,35
166,477;30,1;14,35
166,525;30,1;20,85
166,578;30,1;20,85
166,628;30,1;24,35
166,677;30,0;24,35
166,731;30,0;27,10
166,777;30,0;27,10
166,827;30,0;29,60
166,879;29,8;29,60
166,925;29,8;32,60
166,978;29,7;32,60
167,029;29,7;34,60
167,078;29,5;34,60
167,126;29,5;36,10
167,179;29,4;36,10
167,227;29,4;37,60
167,279;29,1;37,60
167,326;29,1;38,10
167,379;28,9;38,10
167,426;28,9;42,35
167,479;28,5;42,35
167,527;28,5;46,85
167,590;28,2;46,85
167,637;28,2;47,85
167,679;27,6;47,85
167,730;27,6;48,10
167,780;27,2;48,10
167,830;27,2;48,35
167,880;26,5;48,35
167,930;26,5;48,10
167,980;26,1;48,10
168,029;26,1;47,10
168,080;25,4;47,10
168,129;25,4;46,85
168,180;25,0;46,85
168,229;25,0;44,85
168,280;24,4;44,85
168,329;24,4;37,10
168,380;24,1;37,10
168,427;24,1;35,85
168,480;23,6;35,85
168,530;23,6;34,85
168,580;23,3;34,85
168,635;23,3;35,35
168,681;22,8;35,35
168,729;22,8;34,85
168,780;22,5;34,85
168,829;22,5;34,10
168,880;22,1;34,10
168,929;22,1;33,10
168,981;21,5;33,10
169,029;21,5;32,85
169,080;21,2;32,85
169,127;21,2;31,35
169,180;21,0;31,35
169,229;21,0;31,10
169,280;20,4;31,10
169,328;20,4;30,10
169,381;20,1;30,10
169,428;20,1;27,10
169,481;19,7;27,10
169,528;19,7;22,35
169,581;19,5;22,35
169,629;19,5;18,35
169,681;19,1;18,35
169,729;19,1;15,85
169,781;18,8;15,85
169,828;18,8;13,10
169,881;18,8;13,10
169,928;18,8;10,85
169,982;18,6;10,85
170,029;18,6;9,85
170,081;18,4;9,85
170,129;18,4;9,35
170,182;18,3;9,35
170,229;18,3;9,10
170,282;18,3;9,10
170,324;18,3;9,10
170,361;18,2;9,10
170,411;18,2;8,60
170,459;18,2;8,60
170,513;18,2;6,60
170,562;18,0;6,60
170,611;18,0;4,35
170,658;18,0;4,35
170,697;18,0;2,60
170,739;18,0;2,60
170,782;18,0;1,10
170,828;18,0;1,10
170,882;18,0;0,10
170,943;18,0;0,10
170,983;18,0;-0,15
171,030;18,0;-0,15
171,083;18,0;-0,65
171,130;18,0;-0,65
171,183;18,0;-0,90
171,227;18,0;-0,90
171,283;18,0;-1,65
171,330;18,1;-1,65
171,383;18,1;-2,40
171,428;18,1;-2,40
171,483;18,1;-4,40
171,531;18,2;-4,40
171,568;18,2;-7,40
171,616;18,2;-7,40
171,666;18,2;-8,65
171,715;18,3;-8,65
171,763;18,3;-10,15
171,816;18,3;-10,15
171,860;18,3;-11,90
171,910;18,5;-11,90
171,960;18,5;-13,40
172,010;18,6;-13,40
172,060;18,6;-14,65
172,117;18,8;-14,65
172,163;18,8;-15,65
172,209;18,9;-15,65
172,257;18,9;-16,40
172,317;19,1;-16,40
172,359;19,1;-17,40
172,409;19,3;-17,40
172,456;19,3;-19,15
172,517;19,5;-19,15
172,559;19,5;-22,15
172,617;19,7;-22,15
172,664;19,7;-23,40
172,709;19,9;-23,40
172,756;19,9;-23,90
172,817;20,1;-23,90
172,866;20,1;-24,90
172,909;20,4;-24,90
172,956;20,4;-26,40
173,017;20,6;-26,40
173,086;20,6;-27,90
173,142;20,9;-27,90
173,186;20,9;-29,15
173,241;21,2;-29,15
173,287;21,2;-29,90
173,342;21,4;-29,90
173,387;21,4;-30,40
173,442;21,8;-30,40
173,487;21,8;-31,90
173,535;22,0;-31,90
173,587;22,0;-33,15
173,650;22,4;-33,15
173,703;22,4;-35,65
173,742;22,8;-35,65
173,788;22,8;-36,65
173,842;23,0;-36,65
173,888;23,0;-38,15
173,934;23,2;-38,15
173,988;23,2;-39,65
174,035;23,6;-39,65
174,073;23,6;-41,15
174,120;23,9;-41,15
174,167;23,9;-42,40
174,208;24,1;-42,40
174,258;24,1;-42,90
174,321;24,6;-42,90
174,358;24,6;-44,15
174,414;24,9;-44,15
174,458;24,9;-44,40
174,521;25,3;-44,40
174,558;25,3;-44,90
174,607;25,6;-44,90
174,657;25,6;-45,15
174,707;26,0;-45,15
174,755;26,0;-45,40
174,806;26,3;-45,40
174,854;26,3;-45,65
174,891;26,6;-45,65
174,938;26,6;-45,65
174,990;27,0;-45,65
175,037;27,0;-46,15
175,090;27,3;-46,15
175,141;27,3;-45,90
175,190;27,7;-45,90
175,238;27,7;-46,40
175,290;27,9;-46,40
175,340;27,9;-46,40
175,390;28,4;-46,40
175,438;28,4;-46,65
175,490;28,6;-46,65
175,540;28,6;-46,40
175,591;29,0;-46,40
175,638;29,0;-46,15
175,690;29,3;-46,15
175,740;29,3;-45,90
175,790;29,6;-45,90
175,839;29,6;-45,40
175,890;29,9;-45,40
175,936;29,9;-45,15
175,991;30,2;-45,15
176,040;30,2;-44,40
176,090;30,4;-44,40
176,139;30,4;-43,15
176,190;30,7;-43,15
176,239;30,7;-41,65
176,291;30,9;-41,65
176,339;30,9;-40,40
176,391;31,2;-40,40
176,439;31,2;-39,15
176,491;31,4;-39,15
176,539;31,4;-37,90
176,591;31,7;-37,90
176,639;31,7;-35,90
176,691;31,8;-35,90
176,738;31,8;-34,65
176,791;32,1;-34,65
176,839;32,1;-33,40
176,891;32,2;-33,40
176,939;32,2;-32,65
176,991;32,5;-32,65
177,038;32,5;-30,40
177,091;32,5;-30,40
177,133;32,5;-28,65
177,192;32,8;-28,65
177,239;32,8;-26,90
177,292;32,9;-26,90
177,339;32,9;-25,40
177,392;33,1;-25,40
177,439;33,1;-24,15
177,492;33,1;-24,15
177,540;33,1;-22,90
177,592;33,3;-22,90
177,639;33,3;-21,65
177,692;33,4;-21,65
177,747;33,4;-19,65
177,793;33,5;-19,65
177,839;33,5;-18,40
177,892;33,5;-18,40
177,938;33,5;-16,90
177,993;33,6;-16,90
178,038;33,6;-15,40
178,093;33,7;-15,40
178,141;33,7;-13,90
178,193;33,7;-13,90
178,240;33,7;-12,90
178,294;33,8;-12,90
178,338;33,8;-11,90
178,394;33,8;-11,90
178,441;33,8;-10,90
178,498;33,9;-10,90
178,545;33,9;-9,90
178,594;33,8;-9,90
178,638;33,8;-9,15
178,694;33,9;-9,15
178,741;33,9;-8,40
178,779;33,9;-8,40
178,821;33,9;-7,15
178,870;33,9;-7,15
178,926;33,9;-6,65
178,974;33,9;-6,65
179,026;33,9;-5,65
179,073;33,9;-5,65
179,120;33,9;-5,15
179,171;33,9;-5,15
179,220;33,9;-4,65
179,270;33,9;-4,65
179,320;33,9;-4,15
179,368;33,9;-4,15
179,426;33,9;-3,40
179,470;33,9;-3,40
179,527;33,9;-1,65
179,570;33,8;-1,65
179,627;33,8;-1,15
179,670;33,9;-1,15
179,736;33,9;-0,40
179,796;33,8;-0,40
179,853;33,8;4,60
179,896;33,8;4,60
179,943;33,8;7,10
179,996;33,7;7,10
180,043;33,7;10,85
180,096;33,6;10,85
180,143;33,6;14,60
180,181;33,5;14,60
180,220;33,5;18,60
180,270;33,3;18,60
180,328;33,3;22,85
180,370;33,2;22,85
180,420;33,2;26,10
180,468;32,9;26,10
180,529;32,9;29,10
180,577;32,7;29,10
180,619;32,7;31,35
180,669;32,4;31,35
180,719;32,4;33,10
180,766;32,2;33,10
180,828;32,2;35,10
180,869;31,8;35,10
180,929;31,8;36,60
180,969;31,6;36,60
181,029;31,6;37,85
181,075;31,1;37,85
181,119;31,1;38,85
181,167;30,9;38,85
181,222;30,9;39,60
181,269;30,4;39,60
181,319;30,4;40,60
181,369;30,1;40,60
181,428;30,1;40,85
181,469;29,7;40,85
181,518;29,7;41,60
181,569;29,4;41,60
181,629;29,4;41,85
181,668;28,9;41,85
181,728;28,9;41,85
181,769;28,6;41,85
181,818;28,6;41,35
181,868;28,1;41,35
181,929;28,1;41,35
181,976;27,8;41,35
182,018;27,8;41,10
182,068;27,3;41,10
182,118;27,3;40,85
182,165;27,0;40,85
182,213;27,0;40,35
182,261;26,6;40,35
182,302;26,6;39,85
182,360;26,1;39,85
182,397;26,1;39,60
182,450;25,8;39,60
182,498;25,8;38,60
182,551;25,2;38,60
182,598;25,2;34,60
182,651;24,9;34,60
182,699;24,9;30,85
182,751;24,5;30,85
182,801;24,5;28,60
182,850;24,2;28,60
182,901;24,2;27,60
182,952;23,8;27,60
182,999;23,8;27,60
183,055;23,6;27,60
183,099;23,6;27,60
183,147;23,2;27,60
183,199;23,2;28,60
183,250;23,0;28,60
183,300;23,0;29,10
183,350;22,6;29,10
183,401;22,6;29,60
183,447;22,3;29,60
183,500;22,3;30,10
183,550;21,9;30,10
183,600;21,9;29,85
183,647;21,7;29,85
183,700;21,7;29,35
183,750;21,2;29,35
183,801;21,2;28,35
183,848;20,9;28,35
183,901;20,9;26,35
183,943;20,6;26,35
184,000;20,6;24,35
184,048;20,3;24,35
184,100;20,3;22,85
184,148;19,9;22,85
184,201;19,9;21,60
184,249;19,7;21,60
184,301;19,7;20,85
184,349;19,4;20,85
184,401;19,4;19,85
184,449;19,2;19,85
184,501;19,2;19,35
184,549;18,9;19,35
184,601;18,9;18,60
184,649;18,7;18,60
184,702;18,7;18,35
184,749;18,4;18,35
184,802;18,4;17,85
184,849;18,2;17,85
184,902;18,2;18,10
184,950;18,0;18,10
185,003;18,0;17,85
185,049;17,8;17,85
185,102;17,8;17,60
185,157;17,5;17,60
185,218;17,5;16,85
185,265;17,2;16,85
185,324;17,2;16,60
185,381;17,1;16,60
185,432;17,1;15,35
185,480;16,9;15,35
185,535;16,9;14,10
185,583;16,6;14,10
185,632;16,6;14,10
185,682;16,4;14,10
185,734;16,4;14,10
185,782;16,2;14,10
185,832;16,2;13,60
185,880;16,1;13,60
185,936;16,1;13,10
185,982;15,9;13,10
186,032;15,9;12,10
186,078;15,7;12,10
186,136;15,7;12,60
186,181;15,5;12,60
186,233;15,5;13,35
186,304;15,4;13,35
186,359;15,4;12,60
186,406;15,2;12,60
186,464;15,2;12,60
186,505;14,9;12,60
186,552;14,9;12,35
186,590;14,7;12,35
186,631;14,7;12,85
186,674;14,6;12,85
186,721;14,6;12,85
186,764;14,4;12,85
186,822;14,4;12,35
186,864;14,2;12,35
186,922;14,2;12,35
186,969;14,1;12,35
187,022;14,1;12,10
187,064;13,8;12,10
187,124;13,8;12,10
187,171;13,6;12,10
187,222;13,6;11,85
187,264;13,4;11,85
187,323;13,4;11,85
187,363;13,3;11,85
187,408;13,3;11,85
187,463;13,1;11,85
187,508;13,1;11,35
187,556;12,9;11,35
187,609;12,9;11,35
187,662;12,7;11,35
187,709;12,7;11,10
187,757;12,5;11,10
187,817;12,5;11,10
187,865;12,3;11,10
187,909;12,3;10,85
187,966;12,1;10,85
188,013;12,1;10,60
188,063;11,8;10,60
188,109;11,8;10,35
188,160;11,7;10,35
188,209;11,7;10,10
188,256;11,6;10,10
188,310;11,6;9,60
188,357;11,3;9,60
188,410;11,3;10,10
188,463;11,2;10,10
188,510;11,2;9,35
188,558;11,0;9,35
188,611;11,0;9,10
188,662;10,8;9,10
188,712;10,8;8,60
188,763;10,6;8,60
188,812;10,6;8,35
188,862;10,4;8,35
188,913;10,4;8,60
188,962;10,2;8,60
189,012;10,2;7,60
189,062;10,1;7,60
189,112;10,1;7,60
189,159;9,9;7,60
189,212;9,9;7,10
189,259;9,8;7,10
189,313;9,8;6,85
189,362;9,6;6,85
189,422;9,6;6,60
189,469;9,4;6,60
189,512;9,4;6,10
189,560;9,2;6,10
189,612;9,2;6,10
189,654;9,1;6,10
189,712;9,1;5,85
189,759;9,0;5,85
189,812;9,0;5,60
189,861;8,9;5,60
189,913;8,9;5,35
189,962;8,8;5,35
190,012;8,8;5,10
190,062;8,7;5,10
190,113;8,7;4,85
190,167;8,5;4,85
190,214;8,5;4,60
190,261;8,4;4,60
190,313;8,4;4,60
190,361;8,3;4,60
190,414;8,3;4,35
190,462;8,2;4,35
190,513;8,2;3,85
190,561;8,1;3,85
190,614;8,1;4,10
190,661;8,0;4,10
190,715;8,0;3,85
190,761;7,9;3,85
190,815;7,9;4,10
190,861;7,8;4,10
190,915;7,8;3,85
190,961;7,8;3,85
191,015;7,8;4,35
191,062;7,6;4,35
191,116;7,6;4,35
191,161;7,5;4,35
191,216;7,5;4,60
191,263;7,4;4,60
191,316;7,4;4,60
191,364;7,3;4,60
191,417;7,3;4,60
191,460;7,1;4,60
191,517;7,1;4,60
191,565;7,0;4,60
191,617;7,0;4,60
191,660;6,8;4,60
191,719;6,8;4,60
191,767;6,8;4,60
191,818;6,8;4,35
191,860;6,6;4,35
191,918;6,6;4,10
191,965;6,4;4,10
192,018;6,4;3,85
192,060;6,2;3,85
192,119;6,2;3,85
192,160;6,0;3,85
192,219;6,0;3,35
192,267;5,9;3,35
192,320;5,9;3,35
192,359;5,8;3,35
192,420;5,8;2,85
192,467;5,6;2,85
192,519;5,6;2,85
192,560;5,5;2,85
192,620;5,5;2,85
192,659;5,4;2,85
192,720;5,4;2,60
192,760;5,2;2,60
192,820;5,2;2,60
192,867;5,2;2,60
192,921;5,2;2,35
192,968;5,0;2,35
193,020;5,0;2,35
193,067;5,0;2,35
193,121;5,0;2,10
193,169;4,9;2,10
193,221;4,9;1,85
193,268;4,8;1,85
193,324;4,8;1,85
193,380;4,7;1,85
193,421;4,7;1,60
193,459;4,6;1,60
193,505;4,6;1,35
193,552;4,5;1,35
193,592;4,5;1,35
193,654;4,5;1,35
193,702;4,5;1,35
193,753;4,4;1,35
193,792;4,4;1,10
193,858;4,2;1,10
193,906;4,2;1,10
193,958;4,1;1,10
194,006;4,1;1,10
194,054;4,1;1,10
194,106;4,1;1,10
194,158;4,0;1,10
194,205;4,0;1,10
194,257;3,9;1,10
194,307;3,9;0,85
194,355;3,9;0,85
194,407;3,9;0,60
194,454;3,8;0,60
194,502;3,8;0,85
194,558;3,7;0,85
194,607;3,7;0,60
194,658;3,7;0,60
194,705;3,7;0,60
194,757;3,6;0,60
194,807;3,6;0,35
194,856;3,6;0,35
194,923;3,6;0,60
194,957;3,5;0,60
195,008;3,5;0,10
195,056;3,4;0,10
195,103;3,4;0,60
195,156;3,4;0,60
195,191;3,4;0,35
195,241;3,4;0,35
195,291;3,4;0,10
195,339;3,4;0,10
195,388;3,4;0,35
195,441;3,4;0,35
195,489;3,4;0,10
195,540;3,3;0,10
195,586;3,3;0,60
195,640;3,3;0,60
195,690;3,3;0,35
195,740;3,3;0,35
195,788;3,3;0,10
195,840;3,3;0,10
195,888;3,3;0,35
195,940;3,3;0,35
195,988;3,3;0,10
196,041;3,3;0,10
196,087;3,3;0,10
196,140;3,3;0,10
196,189;3,3;0,10
196,250;3,3;0,10
196,298;3,3;0,10
196,358;3,3;0,10
196,406;3,3;0,10
196,457;3,3;0,10
196,506;3,3;0,10
196,558;3,3;0,10
196,606;3,3;0,35
196,657;3,3;0,35
196,706;3,3;-0,15
196,756;3,2;-0,15
196,789;3,2;0,10
196,842;3,2;0,10
196,889;3,2;0,10
196,953;3,1;0,10
196,989;3,1;-0,15
197,043;3,0;-0,15
197,090;3,0;-0,40
197,142;2,9;-0,40
197,189;2,9;-0,40
197,227;2,7;-0,40
197,259;2,7;0,10
197,306;2,6;0,10
197,356;2,6;-0,15
197,389;2,5;-0,15
197,428;2,5;-0,40
197,475;2,4;-0,40
197,528;2,4;-0,40
197,572;2,2;-0,40
197,612;2,2;-0,40
197,656;2,0;-0,40
197,688;2,0;-0,40
197,728;1,9;-0,40
197,775;1,9;-0,65
197,813;1,8;-0,65
197,860;1,8;-0,65
197,905;1,6;-0,65
197,960;1,6;-0,65
198,007;1,5;-0,65
198,056;1,5;-0,65
198,104;1,4;-0,65
198,138;1,4;-0,65
198,185;1,3;-0,65
198,229;1,3;-0,65
198,272;1,2;-0,65
198,330;1,2;-0,65
198,372;1,1;-0,65
198,430;1,1;-0,65
198,471;0,9;-0,65
198,530;0,9;-0,65
198,588;0,8;-0,65
198,630;0,8;-0,65
198,672;0,8;-0,65
198,731;0,8;-0,65
198,771;0,7;-0,65
198,831;0,7;-0,40
198,871;0,0;-0,40
198,931;0,0;-0,40
198,973;0,7;-0,40
199,031;0,7;-0,40
199,072;0,8;-0,40
199,131;0,8;-0,40
199,178;0,9;-0,40
199,216;0,9;-0,65
199,269;1,1;-0,65
199,332;1,1;-0,40
199,371;1,1;-0,40
199,432;1,1;-0,65
199,471;1,3;-0,65
199,533;1,3;-0,65
199,580;1,4;-0,65
199,617;1,4;-1,90
199,670;1,6;-1,90
199,733;1,6;-2,40
199,770;1,7;-2,40
199,833;1,7;-2,40
199,870;2,0;-2,40
199,934;2,0;-3,15
199,981;2,3;-3,15
200,034;2,3;-4,40
200,070;2,6;-4,40
200,118;2,6;-5,40
200,169;2,9;-5,40
200,218;2,9;-6,40
200,269;3,3;-6,40
200,318;3,3;-7,40
200,369;3,6;-7,40
200,417;3,6;-8,40
200,466;4,1;-8,40
200,514;4,1;-9,90
200,565;4,5;-9,90
200,619;4,5;-10,65
200,667;5,0;-10,65
200,719;5,0;-11,90
200,766;5,4;-11,90
200,818;5,4;-12,90
200,869;5,9;-12,90
200,917;5,9;-14,40
200,967;6,4;-14,40
201,018;6,4;-15,15
201,068;6,9;-15,15
201,119;6,9;-16,15
201,166;7,4;-16,15
201,202;7,4;-17,15
201,251;7,8;-17,15
201,301;7,8;-17,65
201,350;8,4;-17,65
201,398;8,4;-18,40
201,451;8,8;-18,40
201,499;8,8;-18,90
201,552;9,4;-18,90
201,601;9,4;-19,15
201,636;9,8;-19,15
201,694;9,8;-19,65
201,736;10,2;-19,65
201,782;10,2;-19,65
201,818;10,8;-19,65
201,868;10,8;-20,15
201,918;11,2;-20,15
201,969;11,2;-20,15
202,018;11,6;-20,15
202,068;11,6;-21,65
202,116;12,2;-21,65
202,168;12,2;-22,65
202,218;12,5;-22,65
202,269;12,5;-23,65
202,318;13,1;-23,65
202,368;13,1;-24,40
202,436;13,7;-24,40
202,484;13,7;-25,65
202,537;14,1;-25,65
202,584;14,1;-25,90
202,637;14,7;-25,90
202,685;14,7;-26,90
202,737;15,1;-26,90
202,784;15,1;-27,40
202,838;15,7;-27,40
202,884;15,7;-27,90
202,938;16,1;-27,90
202,984;16,1;-28,15
203,041;16,6;-28,15
203,101;16,6;-28,65
203,139;17,2;-28,65
203,184;17,2;-28,90
203,217;17,6;-28,90
203,267;17,6;-29,15
203,315;17,9;-29,15
203,370;17,9;-29,40
203,418;18,3;-29,40
203,471;18,3;-29,65
203,518;18,8;-29,65
203,572;18,8;-30,15
203,618;19,2;-30,15
203,667;19,2;-30,40
203,717;19,7;-30,40
203,767;19,7;-31,15
203,817;20,1;-31,15
203,867;20,1;-32,40
203,916;20,6;-32,40
203,971;20,6;-33,40
204,017;21,0;-33,40
204,071;21,0;-33,90
204,117;21,5;-33,90
204,171;21,5;-34,90
204,217;21,8;-34,90
204,271;21,8;-34,90
204,318;22,4;-34,90
204,367;22,4;-35,15
204,423;22,8;-35,15
204,466;22,8;-35,40
204,516;23,3;-35,40
204,571;23,3;-36,40
204,620;23,7;-36,40
204,671;23,7;-35,15
204,718;24,3;-35,15
204,772;24,3;-33,15
204,820;24,6;-33,15
204,866;24,6;-30,40
204,917;25,1;-30,40
204,972;25,1;-29,65
205,018;25,4;-29,65
205,066;25,4;-29,90
205,113;25,7;-29,90
205,157;25,7;-30,90
205,203;26,0;-30,90
205,249;26,0;-32,65
205,298;26,3;-32,65
205,341;26,3;-33,90
205,382;26,8;-33,90
205,441;26,8;-34,65
205,482;27,1;-34,65
205,541;27,1;-37,65
205,590;27,7;-37,65
205,642;27,7;-41,15
205,682;28,0;-41,15
205,742;28,0;-43,15
205,784;28,6;-43,15
205,842;28,6;-43,65
205,882;28,9;-43,65
205,943;28,9;-44,40
205,982;29,4;-44,40
206,043;29,4;-45,15
206,082;29,8;-45,15
206,143;29,8;-45,40
206,191;30,3;-45,40
206,228;30,3;-45,90
206,281;30,7;-45,90
206,344;30,7;-45,90
206,381;31,2;-45,90
206,428;31,2;-45,90
206,481;31,5;-45,90
206,528;31,5;-46,15
206,576;31,8;-46,15
206,624;31,8;-46,40
206,676;32,3;-46,40
206,724;32,3;-46,90
206,770;32,7;-46,90
206,817;32,7;-46,90
206,880;33,1;-46,90
206,928;33,1;-47,15
206,980;33,5;-47,15
207,029;33,5;-45,40
207,076;33,9;-45,40
207,127;33,9;-44,40
207,177;34,3;-44,40
207,224;34,3;-43,40
207,271;34,9;-43,40
207,314;34,9;-40,40
207,361;35,2;-40,40
207,408;35,2;-36,90
207,462;35,4;-36,90
207,509;35,4;-33,90
207,562;35,9;-33,90
207,609;35,9;-32,15
207,662;36,1;-32,15
207,709;36,1;-30,15
207,762;36,6;-30,15
207,797;36,6;-27,40
207,847;36,7;-27,40
207,895;36,7;-23,90
207,947;37,0;-23,90
207,997;37,0;-20,90
208,047;37,1;-20,90
208,094;37,1;-18,15
208,147;37,5;-18,15
208,195;37,5;-17,15
208,247;37,7;-17,15
208,297;37,7;-16,15
208,347;38,0;-16,15
208,399;38,0;-14,40
208,460;38,1;-14,40
208,499;38,1;-12,65
208,557;38,3;-12,65
208,603;38,3;-11,15
208,680;38,6;-11,15
208,727;38,6;-9,15
208,779;38,7;-9,15
208,830;38,7;-7,65
208,880;38,8;-7,65
208,927;38,8;-8,15
208,980;38,8;-8,15
209,032;38,8;-2,90
209,080;38,9;-2,90
209,128;38,9;-1,90
209,179;39,0;-1,90
209,229;39,0;-0,65
209,279;39,4;-0,65
209,329;39,4;-0,40
209,379;39,7;-0,40
209,449;39,7;-3,90
209,496;39,5;-3,90
209,549;39,5;-6,15
209,596;39,5;-6,15
209,649;39,5;-1,15
209,696;39,5;-1,15
209,749;39,5;0,10
209,795;39,7;0,10
209,850;39,7;4,85
209,907;39,9;4,85
209,950;39,9;2,85
209,995;39,9;2,85
210,051;39,9;5,10
210,100;40,0;5,10
210,150;40,0;8,35
210,195;39,9;8,35
210,251;39,9;13,85
210,298;39,9;13,85
210,351;39,9;17,85
210,399;40,0;17,85
210,454;40,0;20,85
210,515;40,1;20,85
210,570;40,1;19,10
210,625;39,9;19,10
210,667;39,9;21,35
210,711;39,8;21,35
210,751;39,8;24,60
210,799;39,8;24,60
210,851;39,8;26,35
210,895;39,7;26,35
210,953;39,7;26,35
211,000;39,7;26,35
211,059;39,7;26,10
211,107;39,5;26,10
211,152;39,5;27,35
211,194;39,4;27,35
211,237;39,4;28,35
211,283;39,3;28,35
211,331;39,3;28,85
211,386;39,2;28,85
211,433;39,2;29,10
211,484;39,2;29,10
211,531;39,2;29,35
211,577;39,1;29,35
211,627;39,1;29,35
211,676;39,0;29,35
211,724;39,0;29,60
211,795;38,8;29,60
211,853;38,8;29,60
211,893;38,7;29,60
211,953;38,7;29,85
212,001;38,6;29,85
212,037;38,6;29,35
212,077;38,5;29,35
212,125;38,5;29,10
212,186;38,4;29,10
212,232;38,4;29,10
212,292;38,3;29,10
212,354;38,3;28,85
212,410;38,1;28,85
212,454;38,1;27,60
212,502;37,9;27,60
212,538;37,9;25,10
212,598;37,9;25,10
212,639;37,9;20,35
212,687;37,8;20,35
212,755;37,8;17,35
212,809;37,7;17,35
212,855;37,7;13,85
212,903;37,6;13,85
212,955;37,6;15,35
213,010;37,6;15,35
213,056;37,6;16,60
213,100;37,6;16,60
213,140;37,6;17,60
213,178;37,7;17,60
213,227;37,7;16,85
213,300;37,7;16,85
213,356;37,7;15,85
213,394;37,6;15,85
213,446;37,6;17,60
213,507;37,5;17,60
213,556;37,5;18,85
213,603;37,5;18,85
213,640;37,5;19,60
213,688;37,5;19,60
213,728;37,5;20,35
213,791;37,4;20,35
213,839;37,4;21,35
213,891;37,4;21,35
213,943;37,4;21,85
213,993;37,2;21,85
214,041;37,2;22,85
214,092;37,2;22,85
214,138;37,2;23,10
214,190;37,1;23,10
214,242;37,1;24,10
214,292;37,1;24,10
214,339;37,1;24,60
214,390;37,0;24,60
214,442;37,0;25,35
214,490;36,9;25,35
214,537;36,9;25,60
214,592;36,8;25,60
214,641;36,8;25,85
214,692;36,8;25,85
214,741;36,8;26,60
214,791;36,6;26,60
214,838;36,6;26,60
214,891;36,6;26,60
214,938;36,6;27,10
214,992;36,3;27,10
215,060;36,3;27,10
215,108;36,2;27,10
215,160;36,2;27,60
215,208;36,2;27,60
215,260;36,2;25,35
215,308;36,0;25,35
215,358;36,0;22,85
215,406;36,0;22,85
215,460;36,0;18,10
215,510;35,9;18,10
215,560;35,9;16,60
215,607;35,9;16,60
215,660;35,9;15,85
215,707;35,8;15,85
215,760;35,8;15,60
215,808;35,8;15,60
215,860;35,8;15,85
215,907;35,7;15,85
215,961;35,7;15,10
216,010;35,8;15,10
216,061;35,8;15,35
216,107;35,6;15,35
216,161;35,6;13,85
216,207;35,6;13,85
216,262;35,6;11,10
